id_zamowienia;id_klienta;id_mebla;data
178;270;94;2024-03-01
179;1132;86;2024-03-02
180;1264;89;2024-03-02
181;1190;23;2024-03-02
182;1432;119;2024-03-03
183;863;34;2024-03-03
184;929;27;2024-03-04
185;181;23;2024-03-05
186;446;113;2024-03-06
187;1140;50;2024-03-06
188;757;128;2024-03-06
189;546;128;2024-03-06
190;705;147;2024-03-06
191;1230;22;2024-03-07
192;363;34;2024-03-07
193;1398;69;2024-03-07
194;1072;3;2024-03-07
195;50;124;2024-03-07
196;943;10;2024-03-07
197;660;25;2024-03-07
198;389;132;2024-03-08
199;704;20;2024-03-08
200;231;105;2024-03-08
201;649;37;2024-03-08
202;668;44;2024-03-09
203;1283;104;2024-03-11
204;806;76;2024-03-11
205;268;58;2024-03-12
206;69;28;2024-03-12
207;251;135;2024-03-12
208;1391;38;2024-03-13
209;1416;88;2024-03-13
210;1097;139;2024-03-14
211;624;107;2024-03-14
212;1121;87;2024-03-14
213;1257;14;2024-03-14
214;1082;33;2024-03-14
215;942;63;2024-03-14
216;489;130;2024-03-15
217;653;70;2024-03-16
218;171;2;2024-03-16
219;1454;80;2024-03-16
220;1152;80;2024-03-16
221;816;37;2024-03-17
222;252;6;2024-03-17
223;1106;31;2024-03-17
224;748;21;2024-03-18
225;397;146;2024-03-18
226;1148;7;2024-03-19
227;1293;138;2024-03-19
228;854;20;2024-03-19
229;256;6;2024-03-19
230;832;105;2024-03-20
231;700;95;2024-03-20
232;159;1;2024-03-21
233;132;26;2024-03-22
234;802;86;2024-03-22
235;1406;32;2024-03-22
236;653;68;2024-03-23
237;1445;85;2024-03-23
238;76;62;2024-03-23
239;697;116;2024-03-23
240;1132;27;2024-03-24
241;910;146;2024-03-25
242;757;58;2024-03-25
243;1172;25;2024-03-25
244;1064;140;2024-03-26
245;951;98;2024-03-26
246;821;126;2024-03-26
247;347;39;2024-03-26
248;312;100;2024-03-27
249;1283;131;2024-03-28
250;709;125;2024-03-28
251;404;44;2024-03-28
252;631;99;2024-03-29
253;965;148;2024-03-29
254;1349;53;2024-03-29
255;1075;139;2024-03-30
256;875;123;2024-03-30
257;507;10;2024-03-31
258;826;145;2024-03-31
259;404;134;2024-03-31
260;924;91;2024-04-01
261;38;95;2024-04-01
262;37;84;2024-04-01
263;1087;146;2024-04-02
264;1494;41;2024-04-02
265;1414;82;2024-04-03
266;179;91;2024-04-04
267;432;23;2024-04-04
268;1049;71;2024-04-04
269;1078;82;2024-04-04
270;745;38;2024-04-04
271;563;34;2024-04-05
272;199;121;2024-04-05
273;343;131;2024-04-05
274;1009;118;2024-04-05
275;972;118;2024-04-05
276;30;84;2024-04-06
277;217;25;2024-04-06
278;1289;138;2024-04-06
279;1376;69;2024-04-06
280;11;76;2024-04-08
281;585;40;2024-04-08
282;1142;58;2024-04-09
283;1107;139;2024-04-09
284;359;147;2024-04-09
285;572;108;2024-04-11
286;1109;119;2024-04-11
287;832;128;2024-04-12
288;1360;35;2024-04-12
289;1022;9;2024-04-12
290;708;110;2024-04-12
291;49;116;2024-04-12
292;733;41;2024-04-12
293;1189;27;2024-04-13
294;507;69;2024-04-13
295;500;22;2024-04-13
296;203;116;2024-04-14
297;1131;75;2024-04-15
298;113;148;2024-04-16
299;291;51;2024-04-17
300;1116;44;2024-04-17
301;1345;8;2024-04-18
302;402;10;2024-04-18
303;611;50;2024-04-19
304;1480;142;2024-04-19
305;1296;97;2024-04-20
306;1215;36;2024-04-20
307;773;120;2024-04-20
308;599;43;2024-04-20
309;948;124;2024-04-21
310;1185;118;2024-04-21
311;62;31;2024-04-21
312;1069;43;2024-04-23
313;663;150;2024-04-23
314;1100;122;2024-04-23
315;1002;117;2024-04-23
316;729;1;2024-04-23
317;753;120;2024-04-24
318;327;131;2024-04-24
319;284;22;2024-04-25
320;389;4;2024-04-25
321;569;139;2024-04-26
322;17;147;2024-04-26
323;1303;86;2024-04-26
324;707;117;2024-04-28
325;3;128;2024-04-28
326;320;62;2024-04-29
327;1276;42;2024-04-30
328;649;74;2024-04-30
329;175;118;2024-05-01
330;654;89;2024-05-01
331;1212;125;2024-05-03
332;748;91;2024-05-04
333;1136;142;2024-05-04
334;57;56;2024-05-04
335;1432;41;2024-05-04
336;1348;121;2024-05-04
337;1494;126;2024-05-04
338;439;147;2024-05-04
339;1051;89;2024-05-04
340;1015;84;2024-05-05
341;5;20;2024-05-05
342;739;73;2024-05-05
343;899;75;2024-05-06
344;659;117;2024-05-06
345;1026;38;2024-05-06
346;1201;31;2024-05-06
347;164;56;2024-05-06
348;1363;140;2024-05-06
349;385;8;2024-05-06
350;573;128;2024-05-07
351;228;103;2024-05-07
352;1490;112;2024-05-07
353;279;102;2024-05-08
354;382;72;2024-05-08
355;122;120;2024-05-10
356;963;23;2024-05-10
357;697;83;2024-05-10
358;875;83;2024-05-10
359;1088;28;2024-05-11
360;1195;89;2024-05-11
361;632;38;2024-05-13
362;223;98;2024-05-13
363;152;74;2024-05-14
364;449;144;2024-05-14
365;56;31;2024-05-14
366;210;34;2024-05-15
367;1216;84;2024-05-15
368;277;61;2024-05-15
369;1393;76;2024-05-17
370;261;11;2024-05-17
371;851;14;2024-05-18
372;563;20;2024-05-18
373;198;58;2024-05-18
374;341;31;2024-05-18
375;1485;85;2024-05-19
376;481;110;2024-05-19
377;209;38;2024-05-19
378;979;77;2024-05-19
379;1387;121;2024-05-19
380;391;141;2024-05-20
381;558;40;2024-05-20
382;944;69;2024-05-20
383;1395;48;2024-05-21
384;880;117;2024-05-21
385;29;55;2024-05-21
386;1133;45;2024-05-21
387;654;91;2024-05-22
388;657;44;2024-05-22
389;1014;31;2024-05-22
390;82;10;2024-05-22
391;746;27;2024-05-22
392;630;20;2024-05-22
393;1260;112;2024-05-22
394;234;117;2024-05-23
395;1291;60;2024-05-24
396;840;76;2024-05-25
397;185;121;2024-05-26
398;283;53;2024-05-26
399;1456;118;2024-05-26
400;1;30;2024-05-26
401;789;18;2024-05-26
402;567;104;2024-05-27
403;708;43;2024-05-27
404;1065;72;2024-05-27
405;1225;66;2024-05-28
406;453;8;2024-05-28
407;536;69;2024-05-28
408;324;100;2024-05-28
409;947;93;2024-05-29
410;1135;94;2024-05-29
411;1165;103;2024-05-30
412;127;144;2024-05-30
413;809;2;2024-05-31
414;412;100;2024-05-31
415;1249;13;2024-05-31
416;428;42;2024-06-01
417;1145;7;2024-06-02
418;1376;101;2024-06-02
419;917;35;2024-06-02
420;584;122;2024-06-03
421;503;33;2024-06-03
422;684;143;2024-06-04
423;394;91;2024-06-04
424;250;125;2024-06-04
425;142;47;2024-06-04
426;1450;122;2024-06-04
427;895;84;2024-06-05
428;940;64;2024-06-06
429;1118;111;2024-06-06
430;228;85;2024-06-06
431;425;81;2024-06-06
432;673;53;2024-06-07
433;1027;76;2024-06-07
434;883;79;2024-06-07
435;869;47;2024-06-08
436;882;44;2024-06-08
437;1159;37;2024-06-09
438;1022;9;2024-06-09
439;375;1;2024-06-09
440;1383;145;2024-06-09
441;33;1;2024-06-09
442;1160;36;2024-06-09
443;1030;60;2024-06-10
444;517;147;2024-06-10
445;303;85;2024-06-11
446;1302;88;2024-06-12
447;136;18;2024-06-12
448;473;55;2024-06-12
449;1201;110;2024-06-13
450;70;73;2024-06-14
451;104;122;2024-06-14
452;498;132;2024-06-15
453;761;134;2024-06-15
454;756;52;2024-06-15
455;108;87;2024-06-15
456;516;62;2024-06-15
457;249;20;2024-06-16
458;1274;23;2024-06-16
459;140;6;2024-06-16
460;1400;4;2024-06-17
461;660;79;2024-06-17
462;633;125;2024-06-17
463;546;107;2024-06-18
464;403;127;2024-06-18
465;1136;31;2024-06-18
466;447;146;2024-06-18
467;1484;122;2024-06-20
468;1284;86;2024-06-20
469;280;120;2024-06-20
470;947;14;2024-06-21
471;470;106;2024-06-21
472;966;59;2024-06-21
473;1005;134;2024-06-22
474;493;18;2024-06-22
475;613;108;2024-06-23
476;22;141;2024-06-23
477;285;65;2024-06-23
478;1115;20;2024-06-24
479;215;26;2024-06-24
480;666;79;2024-06-24
481;146;51;2024-06-24
482;627;96;2024-06-25
483;1177;63;2024-06-25
484;338;112;2024-06-25
485;912;106;2024-06-25
486;789;70;2024-06-26
487;718;131;2024-06-26
488;95;53;2024-06-26
489;1273;23;2024-06-26
490;166;77;2024-06-27
491;140;41;2024-06-27
492;245;72;2024-06-28
493;974;115;2024-06-28
494;288;67;2024-06-29
495;225;139;2024-06-29
496;1037;105;2024-06-29
497;177;82;2024-06-29
498;538;73;2024-06-30
499;1328;100;2024-06-30
500;1307;131;2024-06-30
501;1237;116;2024-07-01
502;1309;150;2024-07-02
503;395;105;2024-07-02
504;248;108;2024-07-02
505;438;33;2024-07-02
506;80;74;2024-07-03
507;440;104;2024-07-03
508;583;149;2024-07-03
509;901;70;2024-07-03
510;1413;80;2024-07-04
511;943;47;2024-07-05
512;782;21;2024-07-06
513;576;67;2024-07-06
514;332;109;2024-07-06
515;1102;24;2024-07-06
516;296;82;2024-07-06
517;1256;138;2024-07-06
518;579;68;2024-07-06
519;1262;7;2024-07-07
520;176;73;2024-07-07
521;490;50;2024-07-08
522;635;77;2024-07-08
523;1116;29;2024-07-09
524;181;4;2024-07-10
525;475;17;2024-07-10
526;1403;141;2024-07-11
527;1267;13;2024-07-11
528;929;137;2024-07-11
529;1094;62;2024-07-11
530;1271;89;2024-07-11
531;867;135;2024-07-12
532;1258;64;2024-07-12
533;973;78;2024-07-12
534;92;83;2024-07-13
535;1394;94;2024-07-14
536;1348;130;2024-07-15
537;693;41;2024-07-15
538;1235;142;2024-07-15
539;642;59;2024-07-16
540;787;29;2024-07-17
541;875;118;2024-07-17
542;858;95;2024-07-18
543;1021;15;2024-07-18
544;574;61;2024-07-18
545;33;56;2024-07-18
546;148;141;2024-07-19
547;460;137;2024-07-20
548;604;114;2024-07-20
549;1235;148;2024-07-20
550;1001;126;2024-07-21
551;1265;119;2024-07-21
552;1195;135;2024-07-21
553;1497;72;2024-07-21
554;959;49;2024-07-21
555;150;56;2024-07-21
556;978;104;2024-07-21
557;201;29;2024-07-22
558;973;87;2024-07-22
559;187;46;2024-07-22
560;1318;50;2024-07-22
561;1242;34;2024-07-24
562;887;44;2024-07-24
563;1378;24;2024-07-24
564;157;45;2024-07-25
565;233;62;2024-07-25
566;324;40;2024-07-25
567;938;80;2024-07-25
568;1445;145;2024-07-26
569;368;42;2024-07-27
570;1243;21;2024-07-27
571;1347;68;2024-07-28
572;612;24;2024-07-28
573;43;137;2024-07-28
574;103;78;2024-07-29
575;1484;119;2024-07-29
576;185;64;2024-07-31
577;948;90;2024-07-31
578;809;34;2024-08-01
579;510;102;2024-08-01
580;476;50;2024-08-01
581;231;12;2024-08-02
582;427;5;2024-08-03
583;483;110;2024-08-04
584;1497;118;2024-08-04
585;709;95;2024-08-04
586;57;36;2024-08-04
587;767;35;2024-08-05
588;988;83;2024-08-05
589;1467;42;2024-08-05
590;15;23;2024-08-05
591;657;26;2024-08-06
592;1368;40;2024-08-06
593;264;34;2024-08-06
594;8;61;2024-08-07
595;698;40;2024-08-07
596;1410;43;2024-08-07
597;701;4;2024-08-07
598;1215;74;2024-08-08
599;7;6;2024-08-08
600;774;150;2024-08-09
601;1156;120;2024-08-09
602;351;71;2024-08-10
603;141;9;2024-08-10
604;1430;16;2024-08-10
605;974;44;2024-08-10
606;634;25;2024-08-10
607;988;35;2024-08-11
608;1143;101;2024-08-11
609;1107;63;2024-08-11
610;1282;146;2024-08-12
611;578;4;2024-08-12
612;217;18;2024-08-12
613;734;119;2024-08-12
614;56;130;2024-08-12
615;1241;1;2024-08-13
616;842;77;2024-08-13
617;1168;12;2024-08-13
618;745;117;2024-08-13
619;501;100;2024-08-14
620;563;20;2024-08-14
621;874;52;2024-08-14
622;175;90;2024-08-15
623;310;130;2024-08-16
624;1419;99;2024-08-16
625;1154;59;2024-08-17
626;991;71;2024-08-17
627;1178;50;2024-08-17
628;382;70;2024-08-18
629;1276;93;2024-08-18
630;766;136;2024-08-18
631;268;18;2024-08-19
632;1371;84;2024-08-19
633;1272;64;2024-08-19
634;1195;124;2024-08-20
635;375;99;2024-08-20
636;859;15;2024-08-20
637;1027;130;2024-08-21
638;1290;68;2024-08-21
639;64;132;2024-08-21
640;537;123;2024-08-21
641;1154;54;2024-08-22
642;57;81;2024-08-22
643;869;111;2024-08-22
644;1014;88;2024-08-22
645;746;73;2024-08-22
646;594;68;2024-08-23
647;1401;79;2024-08-23
648;1465;79;2024-08-23
649;540;45;2024-08-23
650;1011;119;2024-08-23
651;552;2;2024-08-24
652;1065;125;2024-08-25
653;1181;37;2024-08-25
654;207;116;2024-08-25
655;1388;138;2024-08-25
656;1286;122;2024-08-26
657;372;127;2024-08-26
658;1102;108;2024-08-27
659;826;53;2024-08-27
660;722;70;2024-08-27
661;112;97;2024-08-28
662;1465;69;2024-08-28
663;982;73;2024-08-28
664;581;135;2024-08-28
665;806;132;2024-08-29
666;580;99;2024-08-29
667;990;49;2024-08-30
668;1040;107;2024-08-30
669;413;1;2024-08-30
670;233;54;2024-08-30
671;152;126;2024-08-31
672;126;57;2024-08-31
673;375;69;2024-08-31
674;1320;86;2024-09-01
675;485;77;2024-09-01
676;810;36;2024-09-01
677;381;16;2024-09-02
678;985;36;2024-09-02
679;787;64;2024-09-03
680;1124;44;2024-09-04
681;1112;118;2024-09-04
682;582;93;2024-09-04
683;22;93;2024-09-05
684;373;79;2024-09-05
685;1358;93;2024-09-06
686;395;4;2024-09-06
687;1270;116;2024-09-06
688;726;142;2024-09-07
689;484;120;2024-09-07
690;553;130;2024-09-07
691;609;100;2024-09-08
692;59;100;2024-09-08
693;271;8;2024-09-08
694;1335;130;2024-09-09
695;741;44;2024-09-09
696;961;68;2024-09-09
697;410;20;2024-09-10
698;319;8;2024-09-11
699;1061;130;2024-09-11
700;535;124;2024-09-12
701;139;144;2024-09-13
702;512;70;2024-09-13
703;798;1;2024-09-15
704;694;55;2024-09-16
705;759;132;2024-09-16
706;725;52;2024-09-17
707;970;32;2024-09-18
708;38;126;2024-09-18
709;1441;105;2024-09-19
710;646;56;2024-09-20
711;548;129;2024-09-20
712;1480;71;2024-09-20
713;559;50;2024-09-21
714;928;149;2024-09-21
715;1299;30;2024-09-21
716;221;95;2024-09-21
717;826;92;2024-09-21
718;1301;27;2024-09-21
719;1385;73;2024-09-22
720;243;75;2024-09-22
721;811;104;2024-09-23
722;581;133;2024-09-23
723;121;103;2024-09-23
724;448;96;2024-09-24
725;734;41;2024-09-24
726;1148;65;2024-09-24
727;575;50;2024-09-24
728;354;146;2024-09-24
729;480;39;2024-09-25
730;1040;30;2024-09-25
731;1219;101;2024-09-25
732;1306;133;2024-09-25
733;577;86;2024-09-26
734;1354;57;2024-09-26
735;607;133;2024-09-27
736;1415;145;2024-09-27
737;462;30;2024-09-27
738;1324;131;2024-09-28
739;911;145;2024-09-28
740;1132;149;2024-09-28
741;179;4;2024-09-28
742;653;129;2024-09-28
743;1465;93;2024-09-29
744;360;141;2024-09-29
745;993;119;2024-09-30
746;934;58;2024-10-01
747;168;73;2024-10-02
748;914;23;2024-10-02
749;843;52;2024-10-02
750;348;19;2024-10-03
751;24;70;2024-10-03
752;179;95;2024-10-04
753;1463;147;2024-10-04
754;841;28;2024-10-04
755;15;116;2024-10-05
756;100;120;2024-10-05
757;424;1;2024-10-05
758;1026;83;2024-10-05
759;833;88;2024-10-05
760;486;25;2024-10-05
761;556;117;2024-10-06
762;657;5;2024-10-06
763;385;11;2024-10-06
764;862;7;2024-10-06
765;347;146;2024-10-07
766;1314;143;2024-10-07
767;650;49;2024-10-07
768;634;35;2024-10-07
769;847;39;2024-10-08
770;277;116;2024-10-08
771;1040;115;2024-10-09
772;1493;24;2024-10-09
773;588;44;2024-10-09
774;394;78;2024-10-09
775;1464;83;2024-10-09
776;1367;27;2024-10-10
777;1409;149;2024-10-10
778;659;43;2024-10-10
779;1234;41;2024-10-11
780;36;106;2024-10-11
781;1170;79;2024-10-11
782;306;64;2024-10-11
783;627;67;2024-10-13
784;758;132;2024-10-13
785;295;139;2024-10-13
786;1066;75;2024-10-14
787;1393;27;2024-10-14
788;1149;4;2024-10-15
789;771;8;2024-10-16
790;106;77;2024-10-16
791;558;91;2024-10-16
792;245;140;2024-10-17
793;1057;19;2024-10-17
794;1167;97;2024-10-17
795;79;59;2024-10-17
796;262;91;2024-10-18
797;153;85;2024-10-18
798;799;64;2024-10-18
799;22;40;2024-10-18
800;1453;41;2024-10-18
801;695;108;2024-10-18
802;596;66;2024-10-19
803;422;44;2024-10-20
804;762;11;2024-10-20
805;304;47;2024-10-20
806;280;88;2024-10-20
807;872;118;2024-10-20
808;951;123;2024-10-21
809;1080;80;2024-10-21
810;68;4;2024-10-21
811;1456;103;2024-10-22
812;187;77;2024-10-22
813;1174;127;2024-10-22
814;1167;134;2024-10-23
815;845;57;2024-10-23
816;1446;48;2024-10-24
817;908;88;2024-10-24
818;754;11;2024-10-25
819;1252;96;2024-10-25
820;1364;63;2024-10-25
821;1211;134;2024-10-26
822;978;108;2024-10-26
823;165;73;2024-10-26
824;1295;114;2024-10-27
825;1361;11;2024-10-28
826;588;72;2024-10-28
827;77;23;2024-10-28
828;1055;24;2024-10-28
829;1460;82;2024-10-29
830;590;50;2024-10-29
831;421;63;2024-10-29
832;593;116;2024-10-29
833;827;62;2024-10-29
834;319;33;2024-10-30
835;540;14;2024-10-30
836;256;116;2024-10-30
837;900;53;2024-10-31
838;627;145;2024-10-31
839;1026;90;2024-10-31
840;1162;129;2024-11-01
841;1294;43;2024-11-01
842;355;139;2024-11-01
843;1026;149;2024-11-02
844;1131;39;2024-11-02
845;1151;32;2024-11-02
846;583;12;2024-11-02
847;742;108;2024-11-03
848;1125;148;2024-11-03
849;1337;119;2024-11-04
850;1480;91;2024-11-05
851;1452;141;2024-11-05
852;1244;139;2024-11-05
853;1006;53;2024-11-06
854;178;65;2024-11-06
855;72;4;2024-11-06
856;417;71;2024-11-07
857;458;80;2024-11-07
858;1381;96;2024-11-08
859;1103;14;2024-11-08
860;784;33;2024-11-09
861;260;120;2024-11-09
862;687;149;2024-11-09
863;179;89;2024-11-09
864;1127;6;2024-11-09
865;486;4;2024-11-10
866;673;48;2024-11-10
867;181;43;2024-11-11
868;366;12;2024-11-13
869;940;99;2024-11-14
870;928;105;2024-11-14
871;1074;133;2024-11-15
872;270;51;2024-11-15
873;1386;134;2024-11-16
874;772;52;2024-11-16
875;1278;91;2024-11-16
876;1231;117;2024-11-16
877;346;129;2024-11-16
878;688;133;2024-11-17
879;1308;119;2024-11-17
880;1000;3;2024-11-17
881;1422;119;2024-11-18
882;743;129;2024-11-18
883;1081;84;2024-11-18
884;1059;5;2024-11-18
885;307;117;2024-11-19
886;1379;123;2024-11-20
887;267;28;2024-11-20
888;851;86;2024-11-20
889;13;41;2024-11-22
890;295;61;2024-11-22
891;883;109;2024-11-22
892;1243;50;2024-11-22
893;303;10;2024-11-23
894;477;81;2024-11-23
895;730;26;2024-11-23
896;473;89;2024-11-24
897;1115;80;2024-11-24
898;331;97;2024-11-24
899;556;83;2024-11-24
900;589;122;2024-11-24
901;499;27;2024-11-26
902;310;132;2024-11-26
903;1008;14;2024-11-26
904;1226;139;2024-11-26
905;1394;99;2024-11-27
906;1275;131;2024-11-27
907;811;83;2024-11-27
908;249;150;2024-11-27
909;1087;37;2024-11-28
910;1097;120;2024-11-28
911;738;58;2024-11-28
912;909;40;2024-11-29
913;1392;138;2024-11-29
914;13;88;2024-11-29
915;601;79;2024-11-30
916;827;95;2024-11-30
917;1269;123;2024-11-30
918;948;43;2024-11-30
919;865;127;2024-12-01
920;489;86;2024-12-01
921;1312;5;2024-12-01
922;222;75;2024-12-01
923;1279;51;2024-12-01
924;200;80;2024-12-01
925;1319;25;2024-12-03
926;1039;102;2024-12-03
927;609;68;2024-12-03
928;331;97;2024-12-04
929;574;24;2024-12-04
930;791;28;2024-12-05
931;769;16;2024-12-05
932;885;28;2024-12-05
933;745;24;2024-12-05
934;347;75;2024-12-06
935;802;40;2024-12-06
936;245;2;2024-12-06
937;1496;72;2024-12-07
938;1350;8;2024-12-08
939;266;147;2024-12-08
940;57;87;2024-12-09
941;798;62;2024-12-09
942;768;106;2024-12-10
943;1382;96;2024-12-10
944;1328;62;2024-12-10
945;10;45;2024-12-10
946;1121;146;2024-12-10
947;1241;133;2024-12-11
948;1012;20;2024-12-11
949;320;126;2024-12-12
950;999;102;2024-12-12
951;396;149;2024-12-12
952;483;94;2024-12-13
953;73;71;2024-12-13
954;958;148;2024-12-14
955;178;75;2024-12-14
956;1477;53;2024-12-15
957;977;29;2024-12-15
958;752;143;2024-12-15
959;318;135;2024-12-15
960;1420;69;2024-12-15
961;1456;76;2024-12-16
962;1404;65;2024-12-17
963;837;109;2024-12-18
964;892;85;2024-12-18
965;1364;53;2024-12-18
966;232;108;2024-12-19
967;1058;74;2024-12-19
968;1248;6;2024-12-20
969;586;147;2024-12-20
970;337;19;2024-12-20
971;809;139;2024-12-20
972;619;71;2024-12-20
973;668;6;2024-12-20
974;27;133;2024-12-21
975;365;128;2024-12-21
976;1008;32;2024-12-21
977;1220;147;2024-12-23
978;394;99;2024-12-23
979;337;45;2024-12-24
980;247;77;2024-12-24
981;398;21;2024-12-25
982;32;150;2024-12-25
983;231;83;2024-12-26
984;951;94;2024-12-27
985;53;129;2024-12-27
986;45;124;2024-12-27
987;297;101;2024-12-28
988;24;140;2024-12-28
989;75;34;2024-12-28
990;402;129;2024-12-28
991;1088;71;2024-12-28
992;299;132;2024-12-28
993;1333;76;2024-12-29
994;1123;43;2024-12-29
995;92;119;2024-12-29
996;814;89;2024-12-29
997;223;122;2024-12-30
998;994;40;2024-12-30
999;256;23;2024-12-30
1000;610;74;2024-12-31
